,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly),WEST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),Site:Environmental Impact Electricity CO Emissions Mass [kg](Hourly),CH4:Facility [kg](Hourly),PM2.5:Facility [kg](Hourly),SO2:Facility [kg](Hourly),NOx:Facility [kg](Hourly),Reward
63, 01/03  16:00:00,13.9,135577.87147723942,22.40506210483067,22.802603534771087,24.239708570396008,14.0,14.0,6.2389130330022144,6.475,0.0205294399161373,0.0006826184220056,0.0056313245078746,0.422546278506703,0.2004804627944059,0.2645667213761233
64, 01/03  17:00:00,13.9,123627.09178768632,20.430123582576783,22.74102092541944,24.17463327065386,14.0,14.0,6.2389130330022144,6.475,0.018719831822173,0.0006224476708016,0.0051349402689076,0.3853001008816036,0.182808715799043,0.2667510617360982
65, 01/03  18:00:00,12.8,122092.29848175126,20.176489719152947,22.730534245186576,24.163509547230937,14.0,14.0,6.2389130330022144,6.475,0.0184874307185521,0.0006147201694536,0.0050711915238944,0.380516715564858,0.1805392003617892,0.2820644455205161
66, 01/03  19:00:00,12.2,100877.4861938054,16.67061385847794,21.26018250922288,22.69110728502006,14.0,14.0,6.2389130330022144,6.475,0.0152750465038417,0.0005079061183894,0.0041900190208497,0.3143979612001776,0.1491686283116309,-0.4097646180601778
67, 01/03  20:00:00,10.6,100647.36499750156,16.632584940936695,21.18057841057059,22.599502069012438,14.0,14.0,6.2389130330022144,6.475,0.015240201147284,0.0005067474855965,0.004180460771274,0.3136807582079473,0.1488283456133475,-0.493442834592491
68, 01/03  21:00:00,10.0,100542.27224353333,16.615217728619736,21.156144415463757,22.570647985568545,14.0,14.0,6.2389130330022144,6.475,0.0152242878175149,0.0005062183561073,0.0041760956680711,0.3133532228099988,0.1486729438230529,-0.5190315341587166
69, 01/03  22:00:00,8.9,100485.59883702462,16.605852105906504,21.119062003198213,22.529661093441245,14.0,14.0,6.2389130330022144,6.475,0.0152157062305562,0.000505933012261,0.0041737416973269,0.3131765926803942,0.1485891402447757,-0.5565209408590612
70, 01/03  23:00:00,8.9,100431.36198347724,16.59688913828605,21.102895118927098,22.51151363675133,14.0,14.0,6.2389130330022144,6.475,0.0152074935907352,0.0005056599361684,0.0041714889305643,0.3130075563887438,0.1485089396236771,-0.5726703901924108
71, 01/04  00:00:00,8.9,100400.07718706974,16.59171913673042,21.096159793025897,22.50455870622893,14.0,14.0,6.2389130330022144,6.475,0.0152027563918019,0.0005055024209476,0.0041701894940205,0.3129100532036606,0.1484626784573536,-0.5789452529344743
72, 01/04  01:00:00,8.3,68597.91877813432,11.33622038567148,18.85668580664,20.26388952789349,14.0,14.0,6.2389130330022144,6.475,0.0103872175937221,0.0003453823441759,0.0028492639469513,0.2137944413581668,0.10143648335475,-1.3662133167488952
73, 01/04  02:00:00,7.8,68248.55221718886,11.278485451422656,18.7559977088536,20.15383451756605,14.0,14.0,6.2389130330022144,6.475,0.0103343158941786,0.0003436233251861,0.0028347527552985,0.2127055944943408,0.1009198712479211,-1.3871698410970328
74, 01/04  03:00:00,8.3,68108.98008351137,11.255420313365278,18.72896016288705,20.126565255167804,14.0,14.0,6.2389130330022144,6.475,0.0103131816360502,0.00034292059613,0.0028289555262343,0.2122705995720422,0.1007134844264731,-1.391771537197466
75, 01/04  04:00:00,6.1,68027.12952803865,11.241894014724506,18.67726163601408,20.070357661299116,14.0,14.0,6.2389130330022144,6.475,0.0103007876808835,0.0003425084883398,0.0028255558044803,0.2120155015443783,0.1005924511261096,-1.4024601814735402
76, 01/04  05:00:00,4.4,67977.0220852283,11.233613457168556,18.653115817270454,20.047454276271505,14.0,14.0,6.2389130330022144,6.475,0.0102932003237041,0.000342256203338,0.0028234745557658,0.2118593351047203,0.1005183567092656,-1.407272878932277
77, 01/04  06:00:00,6.1,67921.34537521181,11.224412544570356,18.62881339224309,20.02326204445502,14.0,14.0,6.2389130330022144,6.475,0.0102847696582824,0.0003419758777398,0.002821161983528,0.2116858113108989,0.1004360269568557,-1.4114798709028475
78, 01/04  07:00:00,5.0,94365.77205850957,15.594513769130396,20.42442114515889,21.81653112920052,14.0,14.0,6.2389130330022144,6.475,0.0142890312888583,0.0004751204139145,0.003919550285806,0.2941033471559479,0.1395396862932563,-1.070003085014275
79, 01/04  08:00:00,6.7,94607.12091998672,15.634398126152732,20.51648674288413,21.918482153812384,14.0,14.0,6.2389130330022144,6.475,0.0143255767582372,0.0004763355766633,0.0039295748845387,0.2948555426442517,0.1398965714612903,-1.0049630950987392
80, 01/04  09:00:00,8.3,121187.74450642928,20.027006711539396,22.383218670980085,23.796894910944484,14.0,14.0,6.2389130330022144,6.475,0.0183504615635938,0.0006101658480107,0.0050336202232505,0.3776975540614639,0.1792016266292976,0.2172861088761974
81, 01/04  10:00:00,8.9,122013.70880038368,20.163502299652592,22.52268759923997,23.942576359455387,14.0,14.0,6.2389130330022144,6.475,0.0184755305306815,0.0006143244797758,0.0050679272448942,0.3802717804804739,0.1804229889511824,0.2583870733492346
82, 01/04  11:00:00,8.9,122210.07207456228,20.195952516676527,22.61196899334695,24.03796581511089,14.0,14.0,6.2389130330022144,6.475,0.018505264203257,0.0006153131454548,0.0050760833348688,0.3808837724658583,0.1807133534454336,0.2742330551215839
83, 01/04  12:00:00,10.0,122361.30878857028,20.22094529708353,22.698743657800577,24.130098098671773,14.0,14.0,6.2389130330022144,6.475,0.0185281647326687,0.0006160746042824,0.0050823650606755,0.3813551215878158,0.1809369888077938,0.2782038408910212
84, 01/04  13:00:00,10.6,122428.76388460372,20.232092659108392,22.740127570710445,24.17508917271728,14.0,14.0,6.2389130330022144,6.475,0.0185383789020311,0.0006164142326503,0.005085166856657,0.3815653542716948,0.1810367353868134,0.2773905335132367
85, 01/04  14:00:00,10.6,122413.107415023,20.22950533295054,22.764920021975463,24.201284291426067,14.0,14.0,6.2389130330022144,6.475,0.0185360081718518,0.0006163354041922,0.0050845165539203,0.381516558823855,0.1810135839961545,0.2772632723600514
