,Unnamed: 0_our,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep)_our,Whole Building:Facility Total Electricity Demand Rate [W](Hourly)_our,Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly)_our,WEST ZONE:Zone Air Temperature [C](TimeStep)_our,EAST ZONE:Zone Air Temperature [C](TimeStep)_our,WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_our,EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_our,WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_our,EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_our,Unnamed: 0_easy,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep)_easy,Whole Building:Facility Total Electricity Demand Rate [W](Hourly)_easy,Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly)_easy,WEST ZONE:Zone Air Temperature [C](TimeStep)_easy,EAST ZONE:Zone Air Temperature [C](TimeStep)_easy,WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_easy,EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_easy,WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_easy,EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_easy
52,52, 01/03  05:00:00,12.8,94533.08898,15.6221639,22.13422053,23.77366858,16.636756,18.848229,5.731044258,6.00786925,52,12.8,114799.7536,18.97135263,33.24016001,34.83633938,19.593382,18.960908,3.42713125,3.31667025
53,53, 01/03  06:00:00,12.2,96688.1838,15.97830634,26.30269028,19.91615113,19.927938,10,5.697553017,6.301127,53,12.2,113347.7792,18.73140509,33.21210232,34.81179411,19.615731,18.973161,3.4320255,3.31968775
54,54, 01/03  07:00:00,11.1,108057.306,17.85712245,24.69784745,25.20597263,16.18214,19.725912,5.551574017,5.9255575,54,11.1,138951.9562,22.96264999,35.74412346,37.44038079,18.564831,17.889057,3.30803025,3.1901695
55,55, 01/03  08:00:00,11.1,103337.4013,17.07712968,21.10162733,24.50250487,11.338162,12.208576,4.935579508,5.70199925,55,11.1,135158.2291,22.33571367,35.66832507,37.41237294,18.654458,17.96016,3.2621845,3.1422075
56,56, 01/03  09:00:00,11.7,122330.7189,20.21589013,25.02643726,19.98458099,17.435822,11.423133,6.061915525,6.28863875,56,11.7,159840.7292,26.41464589,38.78007999,40.63983647,17.406056,16.668013,3.12255425,2.99414075
57,57, 01/03  10:00:00,13.3,127228.7272,21.02531558,23.06811631,26.19933818,10,15.718235,5.649767267,4.58478525,57,13.3,158945.3134,26.26667302,38.91828209,40.81780939,17.35735,16.612344,3.04115675,2.91152975
58,58, 01/03  11:00:00,12.2,124642.4675,20.59792056,24.36852672,26.26079669,18.200056,16.187769,5.561142267,6.64723125,58,12.2,160921.5453,26.59325727,39.10044634,40.99929063,17.265342,16.502659,3.02673975,2.89300425
59,59, 01/03  12:00:00,15,145331.386,24.01688928,24.90428797,21.90236527,12.936828,13.35999,5.988847267,6.21435925,59,15,163479.6344,27.01599695,39.18601093,41.1494892,17.242946,16.464161,3.01929975,2.884995
60,60, 01/03  13:00:00,15.6,141045.844,23.30867759,27.77052712,21.03027726,18.904483,10,5.923440767,5.874503,60,15.6,164334.7848,27.15731572,39.36644376,41.31925067,17.165668,16.383027,3.0091125,2.87168525
61,61, 01/03  14:00:00,16.1,136965.9737,22.63445438,27.32700105,24.66248975,10,18.295623,6.141084275,6.2808015,61,16.1,164229.688,27.13994783,39.42012004,41.41241031,17.134173,16.341514,2.9999985,2.86246425
62,62, 01/03  15:00:00,16.1,146335.7136,24.18286049,21.65469972,26.71921086,10.057444,12.709087,5.876671267,6.33182325,62,16.1,167934.0908,27.75212276,39.38716793,41.14992356,17.138032,16.410346,2.9983935,2.8628825
63,63, 01/03  16:00:00,13.9,133254.4209,22.02109787,26.67172203,25.92134803,16.729326,12.8423,5.429012267,6.085639,63,13.9,158991.6535,26.27433099,39.28320589,41.2298957,17.171625,16.431371,3.002558,2.8769955
64,64, 01/03  17:00:00,13.9,139690.0702,23.08462778,22.16819767,26.52236933,10,10.94409,5.968068025,6.414221,64,13.9,158464.8805,26.18727858,39.14288094,41.12396723,17.237104,16.432916,3.01221025,2.872137
65,65, 01/03  18:00:00,12.8,130957.0287,21.64143993,25.12968847,23.60941824,19.110292,10,5.868375767,6.33337825,65,12.8,155170.3772,25.64284201,39.17605873,41.11836462,17.236633,16.461995,3.0174225,2.88069975
66,66, 01/03  19:00:00,12.2,109883.5833,18.1589258,25.60815242,22.63172153,16.045807,18.787056,5.851030267,6.56347075,66,12.2,134349.5234,22.20207017,36.51240763,38.37290117,18.250233,17.50373,3.1285605,2.997399
67,67, 01/03  20:00:00,10.6,120826.0323,19.96723159,22.87217421,27.51652355,16.521159,15.347583,5.687315517,5.392496,67,10.6,140082.7285,23.14951694,36.74506131,38.51583049,18.223138,17.507142,3.1976915,3.070226
68,68, 01/03  21:00:00,10,114606.0741,18.93934592,23.3345001,23.34596278,19.150383,10,5.955678775,6.07590825,68,10,139239.015,23.01008819,36.59802552,38.38126551,18.242162,17.538385,3.18780825,3.064936
69,69, 01/03  22:00:00,8.9,103834.9284,17.15934904,25.61877735,22.98518126,17.474702,16.419171,5.591745767,5.704946,69,8.9,137720.1638,22.75908885,36.55035118,38.34226349,18.276689,17.55564,3.1974455,3.07157625
70,70, 01/03  23:00:00,8.9,109001.4973,18.01315576,24.84601698,27.74342725,14.521561,17.183305,6.212098025,5.95955,70,8.9,137868.0846,22.78353366,36.51838793,38.29157321,18.290703,17.582256,3.19994525,3.07539225
71,71, 01/04  00:00:00,8.9,108933.5675,18.00192995,25.40915418,24.7718597,15.798927,15.880749,5.913943017,5.47390725,71,8.9,140718.0551,23.25450849,36.50931995,38.29238872,18.295344,17.581984,3.20146425,3.0769445
72,72, 01/04  01:00:00,8.3,80937.62968,13.37543214,23.2485606,24.93620204,14.900963,19.489691,5.760603025,5.703686,72,8.3,108882.6567,17.99351663,33.10369892,34.77916015,19.644588,18.973992,3.35881925,3.24123975
73,73, 01/04  02:00:00,7.8,88479.69404,14.62180383,22.42423791,22.74623416,15.200414,10,5.783800267,5.653766,73,7.8,115999.325,19.16958906,33.39102619,34.9511959,19.548989,18.914212,3.43193125,3.31813125
74,74, 01/04  03:00:00,8.3,87068.98805,14.38867614,22.3285247,22.3127783,10,17.569844,6.004617275,5.55990025,74,8.3,113373.8794,18.73571832,33.18029296,34.79015548,19.614527,18.981065,3.4259145,3.31687775
75,75, 01/04  04:00:00,6.1,79388.34533,13.11940354,23.06126121,23.29895224,19.675592,13.51489,5.806889017,5.63236025,75,6.1,114834.0397,18.97701861,33.15769206,34.74518793,19.631438,18.989931,3.4353165,3.322373
76,76, 01/04  05:00:00,4.4,87274.46876,14.42263307,22.38554766,23.03525765,18.178851,13.309495,5.565962275,5.74375825,76,4.4,113557.6225,18.76608296,33.11111093,34.69944799,19.653936,19.021392,3.43808175,3.3274195
77,77, 01/04  06:00:00,6.1,75230.30676,12.43226256,20.43412594,18.86354958,24.468637,14.345049,5.553518258,5.21910025,77,6.1,116430.9278,19.24091402,33.08525613,34.67385786,19.661493,19.024558,3.440136,3.3286745
78,78, 01/04  07:00:00,5,112333.9854,18.56386955,25.18223606,22.1365664,16.861351,11.823332,5.507754508,5.37144225,78,5,137782.7504,22.76943166,35.57891364,37.26566262,18.630118,17.957884,3.3185575,3.20138025
79,79, 01/04  08:00:00,6.7,110089.1129,18.19289081,24.26756089,22.89489929,14.941999,10.175525,5.938869267,6.1347925,79,6.7,135419.5105,22.378892,35.56016494,37.2978323,18.707475,18.016355,3.27288375,3.153536
80,80, 01/04  09:00:00,8.3,121402.647,20.06252065,25.57235666,28.08267479,13.714702,17.042184,5.985426517,5.0105805,80,8.3,160005.2602,26.44183562,38.6566606,40.51067788,17.452358,16.716374,3.1302775,3.0022715
81,81, 01/04  10:00:00,8.9,128339.014,21.20879719,23.27048356,23.44091198,13.817849,10,5.489682017,6.57615075,81,8.9,157675.1847,26.05677658,38.70534363,40.59691358,17.432416,16.690446,3.0518475,2.92268325
82,82, 01/04  11:00:00,8.9,114403.784,18.90591627,25.52494259,23.16988405,21.829579,14.036286,6.117947525,5.40416,82,8.9,160487.2291,26.5214839,38.94440534,40.84113679,17.345028,16.581433,3.04179575,2.908192
83,83, 01/04  12:00:00,10,131726.9739,21.76867802,21.41705789,26.74319593,12.215708,17.16538,6.136265025,6.130398,83,10,160241.993,26.48095715,39.1177834,41.03940259,17.263817,16.499109,3.02603675,2.8929975
84,84, 01/04  13:00:00,10.6,125353.0076,20.71534159,27.54291441,22.36337933,17.236036,12.366984,5.80744,5.47600875,84,10.6,160565.7367,26.53445776,39.16644322,41.12005354,17.240922,16.463464,3.0181375,2.88288225
85,85, 01/04  14:00:00,10.6,129590.8833,21.41567615,27.12572909,29.60105461,12.633146,22.238097,5.615321517,5.20177675,85,10.6,162344.3469,26.82838383,39.2429634,41.19811205,17.20111,16.416322,3.0128515,2.8756035
86,86, 01/04  15:00:00,10,131025.2499,21.65271389,23.83717424,26.4498779,18.306122,14.055737,5.815654258,6.212784,86,10,154092.0147,25.46463608,39.1048575,41.07047911,17.244636,16.460408,3.01385325,2.87698975
87,87, 01/04  16:00:00,10.6,129703.1215,21.43422419,29.12497438,24.78211585,17.874977,15.997854,5.288406258,5.83843575,87,10.6,154284.3402,25.49641904,39.06309336,41.02007258,17.26991,16.48475,3.02141875,2.8838065
88,88, 01/04  17:00:00,10,128613.4416,21.25414801,24.16211509,29.32580944,13.520509,18.8977,5.816702267,4.75468825,88,10,154422.3685,25.51922904,38.93064801,40.86741868,17.315027,16.539057,3.0263175,2.88995075
89,89, 01/04  18:00:00,10,129640.8237,21.42392911,22.02032177,28.32352185,15.369524,15.574365,5.418600008,5.87851275,89,10,154026.7369,25.45384853,38.8746789,40.80780838,17.351555,16.577866,3.0349255,2.8994595
90,90, 01/04  19:00:00,9.4,110458.9389,18.25400678,23.85285612,25.20626109,13.22113,17.92211,5.814449025,6.0146615,90,9.4,134709.1951,22.26150809,36.29601984,38.12970705,18.34123,17.605349,3.14709175,3.01727325
91,91, 01/04  20:00:00,9.4,110759.6782,18.30370578,26.45657922,24.01874835,20.508303,10,5.325924008,6.2508315,91,9.4,140425.7254,23.20619924,36.54368967,38.29880396,18.306417,17.59753,3.212474,3.08659175
92,92, 01/04  21:00:00,8.9,102242.1964,16.89614046,24.47543116,21.97380183,17.215319,15.788314,5.937254758,5.9046855,92,8.9,139507.2783,23.05442032,36.43100886,38.19797494,18.310532,17.613672,3.2008295,3.079098
93,93, 01/04  22:00:00,8.9,106461.4736,17.59340151,24.77773099,23.03818086,16.21446,13.537443,5.523918758,6.244332,93,8.9,140727.7538,23.25611126,36.42267691,38.20369337,18.336078,17.61997,3.20865475,3.0837925
94,94, 01/04  23:00:00,7.2,106714.718,17.63525166,24.51590073,24.00891661,17.073337,13.661596,5.161567508,6.3225975,94,7.2,139457.0153,23.04611405,36.41096259,38.17427718,18.331046,17.626949,3.2076415,3.0838565
95,95, 01/05  00:00:00,8.3,104033.376,17.19214371,22.84654985,23.7036208,12.737993,16.949359,6.103213508,6.0166305,95,8.3,139430.1429,23.04167322,36.4011507,38.17629357,18.34006,17.629894,3.20928275,3.08538225
96,96, 01/05  01:00:00,7.8,83845.5282,13.85597993,21.46041173,25.48709893,15.772734,12.169767,6.054883525,6.179542,96,7.8,109004.0219,18.01357297,33.03904669,34.70572135,19.6755,19.008886,3.365326,3.2483765
97,97, 01/05  02:00:00,7.8,76091.79006,12.57462788,27.40013018,22.67392997,17.049856,14.128063,4.613592508,5.254876,97,7.8,116107.7263,19.18750302,33.34763787,34.90356247,19.567334,18.934126,3.4356745,3.32231125
98,98, 01/05  03:00:00,5,84186.66102,13.91235419,24.92527847,26.72829095,17.2034,20.68161,5.654044017,5.5616455,98,5,113392.4592,18.73878873,33.04020795,34.63854989,19.6584,19.029177,3.43089925,3.32241
99,99, 01/05  04:00:00,3.9,91249.68287,15.07956121,26.78104184,22.50192287,21.422427,13.503237,5.541274258,6.9451915,99,3.9,116464.7063,19.24649613,33.10375657,34.68610637,19.668982,19.029577,3.4442655,3.3319475
100,100, 01/05  05:00:00,4.4,87364.43526,14.43750058,29.92643367,25.1711435,16.260883,21.617806,5.680790267,5.60294,100,4.4,115229.8886,19.04243504,33.02449081,34.60263467,19.677466,19.050535,3.44127125,3.33140725
101,101, 01/05  06:00:00,3.9,91687.94404,15.15198652,26.87423444,27.32568278,14.890573,19.739051,5.488808017,4.94348425,101,3.9,113860.8748,18.81619724,32.99549113,34.57980906,19.702819,19.067205,3.44726075,3.3362295
102,102, 01/05  07:00:00,6.1,112671.3714,18.61962462,23.23970883,24.80545701,16.300418,10,5.595607767,6.01596275,102,6.1,139298.2339,23.01987446,35.53876684,37.2227689,18.653335,17.982784,3.32379925,3.206955
103,103, 01/05  08:00:00,6.7,104725.629,17.3065427,23.90117715,21.74896536,20.946589,10,5.981994275,5.92127125,103,6.7,135472.4298,22.38763724,35.50304676,37.23430571,18.722253,18.033727,3.27517325,3.156176
104,104, 01/05  09:00:00,7.2,131042.0644,21.65549258,24.76174098,27.90182891,10.238218,20.48284,5.567819517,6.078302,104,7.2,160052.114,26.4495785,38.56253687,40.41129415,17.490784,16.757018,3.13588975,3.00831775
105,105, 01/05  10:00:00,7.2,128741.4179,21.27529686,23.35354365,26.24460388,14.261202,10.540859,5.962912017,5.691393,105,7.2,157288.8411,25.99293096,38.59185145,40.48123217,17.478538,16.73759,3.0592775,2.93037
106,106, 01/05  11:00:00,8.3,122320.2534,20.21416064,24.01487421,20.71388735,14.141012,12.65255,5.545406758,5.590462,106,8.3,160103.8935,26.45813537,38.85479207,40.74643835,17.378552,16.61547,3.04866725,2.915145
107,107, 01/05  12:00:00,8.9,123371.0478,20.38781077,23.82593358,26.78392265,11.293038,21.643702,5.992814775,5.71502075,107,8.9,159779.2843,26.40449174,38.93600197,40.86793195,17.331367,16.566674,3.0349915,2.90231125
108,108, 01/05  13:00:00,9.4,133775.0384,22.10713305,22.53406602,24.08388638,12.396868,10,6.099489525,6.16100825,108,9.4,159607.7375,26.3761426,39.07326283,41.02814109,17.286949,16.504064,3.0288795,2.89251875
109,109, 01/05  14:00:00,10.6,129785.8845,21.44790127,25.34353141,22.60925369,18.905568,10,5.437738508,6.49239975,109,10.6,160327.8569,26.49514667,39.13226277,41.0942377,17.245818,16.463937,3.0197685,2.88304575
110,110, 01/05  15:00:00,11.1,131890.8931,21.79576667,23.69258921,25.13517828,10,14.888236,5.899227525,4.976948,110,11.1,156322.7457,25.83327786,39.04876438,41.03520817,17.270902,16.476905,3.020157,2.881958
111,111, 01/05  16:00:00,10,126597.1976,20.92095151,24.04430776,24.80437375,18.933884,13.572626,5.754764508,5.94591175,111,10,153806.16,25.41739688,38.97043437,40.93604339,17.300598,16.511516,3.02583525,2.8871905
112,112, 01/05  17:00:00,10.6,133573.6869,22.0738585,25.8298655,21.57579522,17.446688,10,6.219628275,6.50039875,112,10.6,153947.5807,25.4407675,38.84666793,40.79110308,17.355323,16.576034,3.0334205,2.89646225
113,113, 01/05  18:00:00,9.4,120709.2948,19.94794001,22.87258338,24.92973255,11.694539,17.142043,5.844655008,5.2802495,113,9.4,160555.8534,26.53282447,38.93294517,40.86268036,17.338281,16.564147,3.03665175,2.90086375
114,114, 01/05  19:00:00,8.9,112247.2713,18.54953951,24.27575922,23.99632355,11.52678,13.419709,5.392586517,6.263718,114,8.9,134651.2445,22.25193139,36.30217058,38.13251778,18.335426,17.600627,3.14439625,3.0149
115,115, 01/05  20:00:00,8.9,106800.5368,17.64943375,21.05404231,24.61358947,15.010266,10,5.954162275,5.63729625,115,8.9,140389.9638,23.20028943,36.56904833,38.31162142,18.298758,17.5941,3.2117485,3.08634975
116,116, 01/05  21:00:00,7.8,112757.287,18.63382269,24.66026412,21.93022607,15.646332,10.817003,6.238913033,6.634239,116,7.8,139511.9602,23.05519402,36.458344,38.21256945,18.299235,17.608198,3.198875,3.0781345
117,117, 01/05  22:00:00,8.3,104699.8975,17.30229041,25.24234322,23.20820468,15.941964,16.183028,5.859267767,5.71128,117,8.3,140716.0804,23.25418216,36.46213835,38.23173353,18.321248,17.609199,3.20645,3.0823635
118,118, 01/05  23:00:00,7.8,108595.5323,17.94606759,25.29302953,25.25368363,14.549767,18.913703,5.936501525,6.122045,118,7.8,139423.4622,23.04056921,36.44301703,38.19272278,18.317286,17.619051,3.2050055,3.08217925
119,119, 01/06  00:00:00,7.2,110116.9386,18.19748917,23.82771075,22.37061429,13.403862,10.732497,6.059680525,6.0386035,119,7.2,138000.0415,22.80534033,36.41177614,38.17440222,18.333918,17.62868,3.20759125,3.08458025
120,120, 01/06  01:00:00,7.2,78430.56818,12.96112508,23.02391826,21.68488974,13.499516,17.996224,5.3994895,5.453903,120,7.2,109011.6507,18.01483366,33.06641045,34.72461926,19.666465,19.003531,3.36426875,3.24808625
121,121, 01/06  02:00:00,6.7,83802.49034,13.84886767,20.72227279,22.74067253,13.124533,15.379182,5.742234517,4.44792825,121,6.7,116100.8196,19.18636164,33.37172133,34.91858446,19.556662,18.926963,3.4337025,3.320928
122,122, 01/06  03:00:00,6.7,76912.32597,12.71022639,22.65503982,22.65578218,16.367006,16.098022,5.448940008,6.21772725,122,6.7,113368.2199,18.73478305,33.11989232,34.71427469,19.634454,19.007293,3.4282185,3.32023325
123,123, 01/06  04:00:00,6.7,82489.06499,13.6318162,22.19720033,25.02349965,19.492494,16.63007,5.602170267,4.4865595,123,6.7,117679.2984,19.4472148,33.16431877,34.73974918,19.639356,19.002302,3.43852025,3.326513
124,124, 01/06  05:00:00,6.1,84800.42576,14.01378252,24.52935483,22.24333697,18.404006,19.597744,5.435286017,5.6336575,124,6.1,113582.5877,18.77020862,33.09515565,34.67240327,19.65303,19.025645,3.43728475,3.327589
125,125, 01/06  06:00:00,6.1,89469.90148,14.78544159,23.74509464,24.72826373,18.442881,15.192885,6.143043775,5.35676425,125,6.1,113592.8497,18.77190447,33.03412212,34.61133045,19.67974,19.046822,3.44245675,3.331711
126,126, 01/06  07:00:00,5.6,108628.1165,17.95145233,23.09951605,25.86730091,14.051101,14.381706,5.716800767,5.701756,126,5.6,139240.4313,23.01032223,35.56965806,37.2466782,18.638374,17.97043,3.3211645,3.20478925
127,127, 01/06  08:00:00,5,97583.76083,16.12630585,23.5218843,25.99735574,23.403099,13.671023,5.712777008,5.834531,127,5,135433.9838,22.3812838,35.50685581,37.23034908,18.720351,18.034966,3.27396825,3.155494
128,128, 01/06  09:00:00,5.6,139916.5805,23.12205998,26.33904763,25.28049134,15.278644,14.90207,5.941693017,6.62495725,128,5.6,160060.0064,26.45088277,38.62826131,40.47048282,17.470012,16.739168,3.13399375,3.006936
129,129, 01/06  10:00:00,6.1,123325.9157,20.38035242,27.47247344,29.39304947,12.115192,19.836933,4.530635508,5.11614925,129,6.1,157237.2976,25.98441309,38.63647006,40.51473765,17.451292,16.715552,3.05428275,2.92606625
130,130, 01/06  11:00:00,6.7,125341.7203,20.7134763,21.43720505,24.9788959,13.494831,13.130482,5.996368008,6.2835305,130,6.7,160014.8513,26.44342061,38.80010982,40.70019405,17.394186,16.62949,3.04856375,2.9153475
131,131, 01/06  12:00:00,6.7,124879.6745,20.63712045,26.68012704,23.48869781,20.3507,11.566027,6.010348017,6.16486425,131,6.7,159834.5618,26.41362668,38.88224995,40.81292355,17.361014,16.596299,3.039774,2.90671475
132,132, 01/06  13:00:00,7.2,124711.8544,20.60938716,24.25751314,27.42242699,12.252187,15.406088,5.974949267,5.09966575,132,7.2,159740.8925,26.39814727,39.14410432,41.08008061,17.26195,16.482708,3.0285185,2.89239425
133,133, 01/06  14:00:00,7.8,120770.6159,19.95807369,20.58319088,24.58357508,10,12.688501,5.658853025,6.46516125,133,7.8,156602.353,25.87948465,39.11263385,41.07927281,17.244743,16.466598,3.01690275,2.88149525
134,134, 01/06  15:00:00,8.3,111187.0204,18.37432665,21.28078656,23.23501815,15.951571,14.343845,5.698477017,6.3842915,134,8.3,153721.098,25.40333987,39.05558015,41.04212974,17.273784,16.476523,3.021454,2.88254725
135,135, 01/06  16:00:00,8.3,125584.4027,20.75358103,23.50918919,23.4538499,12.750501,13.91521,5.493140508,5.999565,135,8.3,153831.306,25.42155241,38.9919779,40.95147119,17.289596,16.503943,3.02443825,2.88620875
136,136, 01/06  17:00:00,8.3,113438.1468,18.74633888,22.94137689,24.58881809,17.810764,13.310495,5.516310758,6.13752,136,8.3,153900.9699,25.43306479,38.85506681,40.80102405,17.354384,16.574758,3.03276925,2.8959745
137,137, 01/06  18:00:00,8.3,124843.8184,20.63119501,25.11558439,22.71907037,19.147393,10,6.123768775,5.94079925,137,8.3,158359.0724,26.16979316,38.95252319,40.88045314,17.329433,16.55535,3.03546375,2.8996085
138,138, 01/06  19:00:00,8.3,108412.0123,17.9157398,25.99410123,25.29510771,19.185418,15.34036,5.632177017,5.634779,138,8.3,134605.3583,22.24434842,36.31114489,38.14616443,18.331604,17.595352,3.14348125,3.0139425
139,139, 01/06  20:00:00,7.8,100764.3159,16.65191179,25.42305976,26.76351224,17.394708,19.406196,5.851300017,5.52469975,139,7.8,140347.6892,23.19330329,36.55338689,38.29889085,18.301946,17.596097,3.21163125,3.08594475
140,140, 01/06  21:00:00,6.7,111610.7692,18.44435371,24.55861369,25.83915027,17.776579,14.800856,6.032524017,6.3726065,140,6.7,139497.7642,23.05284806,36.43485436,38.1937531,18.308223,17.614451,3.20027925,3.079164
141,141, 01/06  22:00:00,6.7,106454.2542,17.59220845,28.39697865,22.09606702,21.47317,11.455629,5.360120767,5.4944505,141,6.7,137932.8532,22.79423706,36.40296133,38.17221904,18.340748,17.62913,3.2088565,3.0846635
142,142, 01/06  23:00:00,10,106331.3288,17.57189429,24.12132746,23.73356171,10,18.783429,5.887016775,5.26187175,142,10,144554.816,23.88855641,36.4660973,38.22012109,18.316787,17.615098,3.207368,3.084181
143,143, 01/07  00:00:00,8.9,112270.1371,18.55331822,24.05240789,24.24450145,17.78391,10.896518,5.962634525,5.57505175,143,8.9,140910.4187,23.28629773,36.37918147,38.13945384,18.338201,17.63532,3.206678,3.08383875
144,144, 01/07  01:00:00,9.4,87199.71076,14.41027886,22.92774822,22.10548205,18.19565,12.941741,6.174261767,6.24569475,144,9.4,109028.2766,18.0175812,33.06611771,34.72722864,19.668917,19.004931,3.3658825,3.249662
145,145, 01/07  02:00:00,8.9,80141.86042,13.24392646,24.28079896,19.53011771,19.052662,15.47989,5.974855517,6.12485175,145,8.9,117991.1196,19.49874513,33.34695334,34.89599128,19.563492,18.933148,3.4341585,3.32121225
146,146, 01/07  03:00:00,6.1,89364.28658,14.76798809,21.40526013,22.88543412,17.893954,10,4.705424258,5.99608325,146,6.1,113372.9438,18.7355637,33.06478481,34.6585118,19.653609,19.025685,3.4307665,3.32255725
147,147, 01/07  04:00:00,6.7,89790.27785,14.83838572,27.46516408,21.16483383,19.147601,10.094081,4.953844758,5.881367,147,6.7,117748.9059,19.45871786,33.12046977,34.69638068,19.659096,19.022441,3.4423075,3.3304075
148,148, 01/07  05:00:00,7.2,84129.99536,13.90298985,25.15770184,22.00919902,13.782458,20.396834,5.809218017,5.37646875,148,7.2,115066.5976,19.01545022,33.07688652,34.65497985,19.662652,19.035356,3.43966025,3.32997475
149,149, 01/07  06:00:00,8.3,82445.80611,13.6246674,22.3829431,24.97836189,19.46539,23.261728,5.878621275,5.621874,149,8.3,113638.4269,18.77943638,33.06975389,34.65219566,19.673389,19.038774,3.442691,3.33176725
150,150, 01/07  07:00:00,7.8,112902.0507,18.65774577,26.01281824,25.21589825,23.94028,12.124274,4.952904017,6.05387675,150,7.8,137777.1113,22.76849977,35.57096122,37.25128331,18.634945,17.965542,3.3193105,3.202607
151,151, 01/07  08:00:00,8.9,99986.22492,16.52332755,25.61497394,21.54179681,21.3372,13.521657,5.930541517,4.9797715,151,8.9,135403.4903,22.37624457,35.53756856,37.26762451,18.711511,18.023013,3.2733325,3.15441875
152,152, 01/07  09:00:00,8.9,128463.248,21.22932761,29.10178642,26.48630951,13.3,21.370627,5.105736508,5.65254375,152,8.9,160020.4939,26.44435308,38.58340817,40.42676202,17.477938,16.745856,3.13325725,3.0058575
153,153, 01/07  10:00:00,10,123679.5268,20.43878878,22.35926697,25.82312034,11.830651,22.269421,6.209695275,5.890193,153,10,161458.0732,26.68192174,38.65830676,40.54173496,17.456922,16.717022,3.056769,2.92814825
154,154, 01/07  11:00:00,7.8,131653.1124,21.75647196,22.80658695,26.54971543,15.35172,10,5.849330267,5.395034,154,7.8,161205.225,26.64013706,38.78440116,40.65394822,17.383321,16.630314,3.046048,2.91366375
155,155, 01/07  12:00:00,7.8,128315.3134,21.20488051,25.10877989,23.16643021,17.927414,10,5.562205267,5.42867425,155,7.8,156143.6365,25.80367899,38.74116415,40.6571768,17.408058,16.647023,3.044713,2.91294525
156,156, 01/07  13:00:00,8.9,129535.9229,21.40659361,23.65594733,31.76396396,10.507469,19.754297,5.963681775,5.954243,156,8.9,160406.9474,26.50821686,38.92090697,40.82394682,17.353824,16.588818,3.0416525,2.9073775
157,157, 01/07  14:00:00,8.9,124769.2036,20.61886445,22.1614396,25.17252855,15.34007,10.385991,5.535704758,6.2819465,157,8.9,160161.8257,26.46770901,39.00412157,40.90869656,17.295376,16.536038,3.0292845,2.8963885
158,158, 01/07  15:00:00,10,122325.1132,20.21496375,26.5697829,25.25999919,17.735011,11.481602,5.334508758,5.88586775,158,10,154413.3537,25.5177393,38.9566966,40.89368024,17.317101,16.543844,3.0289475,2.89463175
159,159, 01/07  16:00:00,9.4,125056.0311,20.66626443,23.61973151,26.01177471,11.61705,18.816706,5.830207517,5.5112595,159,9.4,162142.8717,26.79508883,38.94524084,40.86250954,17.31225,16.54224,3.029858,2.89457675
160,160, 01/07  17:00:00,8.9,132685.2503,21.92703898,23.97320901,24.4674467,15.721231,14.012871,5.589894767,5.58640625,160,8.9,154522.9139,25.53584479,38.83025574,40.74070104,17.364273,16.60028,3.03518925,2.90131625
161,161, 01/07  18:00:00,8.3,123968.4766,20.48653949,22.03181683,22.11246783,10,12.692921,5.851917508,6.233209,161,8.3,155582.9707,25.71102557,38.8303195,40.73736583,17.370241,16.606549,3.03985175,2.90613625
162,162, 01/07  19:00:00,7.8,104286.495,17.23397315,21.60835264,26.25149326,11.520971,18.054743,5.763691017,5.0301705,162,7.8,134746.2646,22.26763405,36.25174139,38.06327964,18.360679,17.634044,3.1505305,3.02246325
163,163, 01/07  20:00:00,7.2,114709.0573,18.95636452,25.82651019,22.79002446,19.495833,10.979811,5.716462508,6.11356025,163,7.2,140472.9117,23.21399706,36.50476175,38.23726267,18.32116,17.620989,3.2152505,3.0908935
164,164, 01/07  21:00:00,6.7,110788.0809,18.30839949,23.32461144,27.54447802,14.720612,16.721951,5.314136517,5.46189775,164,6.7,139527.5685,23.0577734,36.34665412,38.08962355,18.338944,17.651509,3.2045475,3.08445525
165,165, 01/07  22:00:00,6.7,109741.3538,18.13542152,27.40041706,21.59601313,17.714443,12.167947,5.057525008,6.7368415,165,6.7,138003.4779,22.80590821,36.30336367,38.0585947,18.37987,17.673929,3.2154765,3.09233875
166,166, 01/07  23:00:00,6.1,103076.678,17.03404358,26.6029954,20.77184916,15.764621,14.198809,5.661654508,5.84332575,166,6.1,141000.6119,23.30120271,36.32626804,38.06788929,18.370288,17.674632,3.2155055,3.09335275
